data,codigo,designacao,preco_medio_ponderado
2019-07-19, 3205, Gasolina especial 95, 1.5843
2019-07-19, 3405, Gasolina especial 98, 1.7158
2019-07-19, 3210, Gasolina de mistura (motores a 2 tempos), 1.8879
2019-07-19, 2101, Gasóleo simples, 1.3513
2019-07-19, 3201, Gasolina simples 95, 1.5287
2019-07-19, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-07-19, 1142, GNL (gás natural liquefeito) - €/kg, 1.0915
2019-07-19, 1143, GNC (gás natural comprimido) - €/kg, 1.1490
2019-07-20, 3200, Gasolina 95, 1.5779
2019-07-20, 3400, Gasolina 98, 1.6102
2019-07-20, 2100, Gasóleo, 1.4036
2019-07-20, 1120, GPL Auto, 0.5993
2019-07-20, 1450, Gasolina aditivada, 1.6906
2019-07-20, 2105, Gasóleo especial, 1.3922
2019-07-20, 2150, Gasóleo colorido, 0.9138
2019-07-20, 2155, Gasóleo de aquecimento, 1.1911
2019-07-20, 3205, Gasolina especial 95, 1.5738
2019-07-20, 3405, Gasolina especial 98, 1.7096
2019-07-20, 3210, Gasolina de mistura (motores a 2 tempos), 1.8879
2019-07-20, 2101, Gasóleo simples, 1.3460
2019-07-20, 3201, Gasolina simples 95, 1.5237
2019-07-20, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-07-20, 1142, GNL (gás natural liquefeito) - €/kg, 1.0772
2019-07-20, 1143, GNC (gás natural comprimido) - €/kg, 1.1457
2019-07-21, 3200, Gasolina 95, 1.5782
2019-07-21, 3400, Gasolina 98, 1.6102
2019-07-21, 2100, Gasóleo, 1.4041
2019-07-21, 1120, GPL Auto, 0.5993
2019-07-21, 1450, Gasolina aditivada, 1.6906
2019-07-21, 2105, Gasóleo especial, 1.3935
2019-07-21, 2150, Gasóleo colorido, 0.9136
2019-07-21, 2155, Gasóleo de aquecimento, 1.1911
2019-07-21, 3205, Gasolina especial 95, 1.5750
2019-07-21, 3405, Gasolina especial 98, 1.7097
2019-07-21, 3210, Gasolina de mistura (motores a 2 tempos), 1.8879
2019-07-21, 2101, Gasóleo simples, 1.3464
2019-07-21, 3201, Gasolina simples 95, 1.5239
2019-07-21, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-07-21, 1142, GNL (gás natural liquefeito) - €/kg, 1.0772
2019-07-21, 1143, GNC (gás natural comprimido) - €/kg, 1.1457
2019-07-22, 3200, Gasolina 95, 1.5790
2019-07-22, 3400, Gasolina 98, 1.6099
2019-07-22, 2100, Gasóleo, 1.4064
2019-07-22, 1120, GPL Auto, 0.6000
2019-07-22, 1450, Gasolina aditivada, 1.6906
2019-07-22, 2105, Gasóleo especial, 1.3983
2019-07-22, 2150, Gasóleo colorido, 0.9140
2019-07-22, 2155, Gasóleo de aquecimento, 1.1906
2019-07-22, 3205, Gasolina especial 95, 1.5768
2019-07-22, 3405, Gasolina especial 98, 1.7137
2019-07-22, 3210, Gasolina de mistura (motores a 2 tempos), 1.8884
2019-07-22, 2101, Gasóleo simples, 1.3503
2019-07-22, 3201, Gasolina simples 95, 1.5249
2019-07-22, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-07-22, 1142, GNL (gás natural liquefeito) - €/kg, 1.0915
2019-07-22, 1143, GNC (gás natural comprimido) - €/kg, 1.1490
2019-07-23, 3200, Gasolina 95, 1.5760
2019-07-23, 3400, Gasolina 98, 1.6070
2019-07-23, 2100, Gasóleo, 1.4063
2019-07-23, 1120, GPL Auto, 0.5975
2019-07-23, 1450, Gasolina aditivada, 1.6821
2019-07-23, 2105, Gasóleo especial, 1.3975
2019-07-23, 2150, Gasóleo colorido, 0.9131
2019-07-23, 2155, Gasóleo de aquecimento, 1.1894
2019-07-23, 3205, Gasolina especial 95, 1.5733
2019-07-23, 3405, Gasolina especial 98, 1.7053
2019-07-23, 3210, Gasolina de mistura (motores a 2 tempos), 1.8881
2019-07-23, 2101, Gasóleo simples, 1.3491
2019-07-23, 3201, Gasolina simples 95, 1.5186
2019-07-23, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-07-23, 1142, GNL (gás natural liquefeito) - €/kg, 1.0915
2019-07-23, 1143, GNC (gás natural comprimido) - €/kg, 1.1490
2019-07-24, 3200, Gasolina 95, 1.5760
2019-07-24, 3400, Gasolina 98, 1.6064
2019-07-24, 2100, Gasóleo, 1.4064
2019-07-24, 1120, GPL Auto, 0.5973
2019-07-24, 1450, Gasolina aditivada, 1.6780
2019-07-24, 2105, Gasóleo especial, 1.3973
2019-07-24, 2150, Gasóleo colorido, 0.9129
2019-07-24, 2155, Gasóleo de aquecimento, 1.1892
2019-07-24, 3205, Gasolina especial 95, 1.5731
2019-07-24, 3405, Gasolina especial 98, 1.7048
2019-07-24, 3210, Gasolina de mistura (motores a 2 tempos), 1.8881
2019-07-24, 2101, Gasóleo simples, 1.3492
2019-07-24, 3201, Gasolina simples 95, 1.5183
2019-07-24, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-07-24, 1142, GNL (gás natural liquefeito) - €/kg, 1.0915
2019-07-24, 1143, GNC (gás natural comprimido) - €/kg, 1.1490
2019-07-25, 3200, Gasolina 95, 1.5757
2019-07-25, 3400, Gasolina 98, 1.6069
2019-07-25, 2100, Gasóleo, 1.4064
2019-07-25, 1120, GPL Auto, 0.5973
2019-07-25, 1450, Gasolina aditivada, 1.6780
2019-07-25, 2105, Gasóleo especial, 1.3972
2019-07-25, 2150, Gasóleo colorido, 0.9130
2019-07-25, 2155, Gasóleo de aquecimento, 1.1887
2019-07-25, 3205, Gasolina especial 95, 1.5730
2019-07-25, 3405, Gasolina especial 98, 1.7049
2019-07-25, 3210, Gasolina de mistura (motores a 2 tempos), 1.8881
2019-07-25, 2101, Gasóleo simples, 1.3489
2019-07-25, 3201, Gasolina simples 95, 1.5179
2019-07-25, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-07-25, 1142, GNL (gás natural liquefeito) - €/kg, 1.0915
2019-07-25, 1143, GNC (gás natural comprimido) - €/kg, 1.1490
2019-07-26, 3200, Gasolina 95, 1.5754
2019-07-26, 3400, Gasolina 98, 1.6067
2019-07-26, 2100, Gasóleo, 1.4060
2019-07-26, 1120, GPL Auto, 0.5973
2019-07-26, 1450, Gasolina aditivada, 1.6780
2019-07-26, 2105, Gasóleo especial, 1.3954
2019-07-26, 2150, Gasóleo colorido, 0.9130
2019-07-26, 2155, Gasóleo de aquecimento, 1.1887
2019-07-26, 3205, Gasolina especial 95, 1.5709
2019-07-26, 3405, Gasolina especial 98, 1.7042
2019-07-26, 3210, Gasolina de mistura (motores a 2 tempos), 1.8881
2019-07-26, 2101, Gasóleo simples, 1.3473
2019-07-26, 3201, Gasolina simples 95, 1.5161
2019-07-26, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-07-26, 1142, GNL (gás natural liquefeito) - €/kg, 1.0915
2019-07-26, 1143, GNC (gás natural comprimido) - €/kg, 1.1490
2019-07-27, 3200, Gasolina 95, 1.5726
2019-07-27, 3400, Gasolina 98, 1.6064
2019-07-27, 2100, Gasóleo, 1.4026
2019-07-27, 1120, GPL Auto, 0.5971
2019-07-27, 1450, Gasolina aditivada, 1.6780
2019-07-27, 2105, Gasóleo especial, 1.3947
2019-07-27, 2150, Gasóleo colorido, 0.9126
2019-07-27, 2155, Gasóleo de aquecimento, 1.1887
2019-07-27, 3205, Gasolina especial 95, 1.5700
2019-07-27, 3405, Gasolina especial 98, 1.7024
2019-07-27, 3210, Gasolina de mistura (motores a 2 tempos), 1.8881
2019-07-27, 2101, Gasóleo simples, 1.3464
2019-07-27, 3201, Gasolina simples 95, 1.5152
2019-07-27, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-07-27, 1142, GNL (gás natural liquefeito) - €/kg, 1.0915
2019-07-27, 1143, GNC (gás natural comprimido) - €/kg, 1.1490
2019-07-28, 3200, Gasolina 95, 1.5726
2019-07-28, 3400, Gasolina 98, 1.6063
2019-07-28, 2100, Gasóleo, 1.4026
2019-07-28, 1120, GPL Auto, 0.5971
2019-07-28, 1450, Gasolina aditivada, 1.6780
2019-07-28, 2105, Gasóleo especial, 1.3948
2019-07-28, 2150, Gasóleo colorido, 0.9125
2019-07-28, 2155, Gasóleo de aquecimento, 1.1887
2019-07-28, 3205, Gasolina especial 95, 1.5706
2019-07-28, 3405, Gasolina especial 98, 1.7022
2019-07-28, 3210, Gasolina de mistura (motores a 2 tempos), 1.8881
2019-07-28, 2101, Gasóleo simples, 1.3463
2019-07-28, 3201, Gasolina simples 95, 1.5152
2019-07-28, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-07-28, 1142, GNL (gás natural liquefeito) - €/kg, 1.0915
2019-07-28, 1143, GNC (gás natural comprimido) - €/kg, 1.1490
2019-07-29, 3200, Gasolina 95, 1.5768
2019-07-29, 3400, Gasolina 98, 1.6062
2019-07-29, 2100, Gasóleo, 1.4092
2019-07-29, 1120, GPL Auto, 0.5972
2019-07-29, 1450, Gasolina aditivada, 1.6780
2019-07-29, 2105, Gasóleo especial, 1.4000
2019-07-29, 2150, Gasóleo colorido, 0.9144
2019-07-29, 2155, Gasóleo de aquecimento, 1.1900
2019-07-29, 3205, Gasolina especial 95, 1.5725
2019-07-29, 3405, Gasolina especial 98, 1.7050
2019-07-29, 3210, Gasolina de mistura (motores a 2 tempos), 1.8881
2019-07-29, 2101, Gasóleo simples, 1.3501
2019-07-29, 3201, Gasolina simples 95, 1.5164
2019-07-29, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-07-29, 1142, GNL (gás natural liquefeito) - €/kg, 1.0915
2019-07-29, 1143, GNC (gás natural comprimido) - €/kg, 1.1490
2019-07-30, 3200, Gasolina 95, 1.5763
2019-07-30, 3400, Gasolina 98, 1.6062
2019-07-30, 2100, Gasóleo, 1.4107
2019-07-30, 1120, GPL Auto, 0.5966
2019-07-30, 1450, Gasolina aditivada, 1.6780
2019-07-30, 2105, Gasóleo especial, 1.4010
2019-07-30, 2150, Gasóleo colorido, 0.9161
2019-07-30, 2155, Gasóleo de aquecimento, 1.1930
2019-07-30, 3205, Gasolina especial 95, 1.5726
2019-07-30, 3405, Gasolina especial 98, 1.7046
2019-07-30, 3210, Gasolina de mistura (motores a 2 tempos), 1.8893
2019-07-30, 2101, Gasóleo simples, 1.3530
2019-07-30, 3201, Gasolina simples 95, 1.5174
2019-07-30, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-07-30, 1142, GNL (gás natural liquefeito) - €/kg, 1.0915
2019-07-30, 1143, GNC (gás natural comprimido) - €/kg, 1.1490
2019-07-31, 3200, Gasolina 95, 1.5757
2019-07-31, 3400, Gasolina 98, 1.6059
2019-07-31, 2100, Gasóleo, 1.4104
2019-07-31, 1120, GPL Auto, 0.5966
2019-07-31, 1450, Gasolina aditivada, 1.6781
2019-07-31, 2105, Gasóleo especial, 1.4009
2019-07-31, 2150, Gasóleo colorido, 0.9162
2019-07-31, 2155, Gasóleo de aquecimento, 1.1939
2019-07-31, 3205, Gasolina especial 95, 1.5723
2019-07-31, 3405, Gasolina especial 98, 1.7043
2019-07-31, 3210, Gasolina de mistura (motores a 2 tempos), 1.8908
2019-07-31, 2101, Gasóleo simples, 1.3532
2019-07-31, 3201, Gasolina simples 95, 1.5175
2019-07-31, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-07-31, 1142, GNL (gás natural liquefeito) - €/kg, 1.0915
2019-07-31, 1143, GNC (gás natural comprimido) - €/kg, 1.1490
2019-08-01, 3200, Gasolina 95, 1.5759
2019-08-01, 3400, Gasolina 98, 1.6051
2019-08-01, 2100, Gasóleo, 1.4107
2019-08-01, 1120, GPL Auto, 0.5965
2019-08-01, 1450, Gasolina aditivada, 1.6781
2019-08-01, 2105, Gasóleo especial, 1.4009
2019-08-01, 2150, Gasóleo colorido, 0.9165
2019-08-01, 2155, Gasóleo de aquecimento, 1.1940
2019-08-01, 3205, Gasolina especial 95, 1.5723
2019-08-01, 3405, Gasolina especial 98, 1.7044
2019-08-01, 3210, Gasolina de mistura (motores a 2 tempos), 1.8908
2019-08-01, 2101, Gasóleo simples, 1.3532
2019-08-01, 3201, Gasolina simples 95, 1.5175
2019-08-01, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-08-01, 1142, GNL (gás natural liquefeito) - €/kg, 1.0915
2019-08-01, 1143, GNC (gás natural comprimido) - €/kg, 1.1490
2019-08-02, 3200, Gasolina 95, 1.5757
2019-08-02, 3400, Gasolina 98, 1.6050
2019-08-02, 2100, Gasóleo, 1.4104
2019-08-02, 1120, GPL Auto, 0.5965
2019-08-02, 1450, Gasolina aditivada, 1.6781
2019-08-02, 2105, Gasóleo especial, 1.3991
2019-08-02, 2150, Gasóleo colorido, 0.9166
2019-08-02, 2155, Gasóleo de aquecimento, 1.1940
2019-08-02, 3205, Gasolina especial 95, 1.5703
2019-08-02, 3405, Gasolina especial 98, 1.7038
2019-08-02, 3210, Gasolina de mistura (motores a 2 tempos), 1.8908
2019-08-02, 2101, Gasóleo simples, 1.3516
2019-08-02, 3201, Gasolina simples 95, 1.5160
2019-08-02, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-08-02, 1142, GNL (gás natural liquefeito) - €/kg, 1.0915
2019-08-02, 1143, GNC (gás natural comprimido) - €/kg, 1.1490
2019-08-03, 3200, Gasolina 95, 1.5733
2019-08-03, 3400, Gasolina 98, 1.6046
2019-08-03, 2100, Gasóleo, 1.4074
2019-08-03, 1120, GPL Auto, 0.5956
2019-08-03, 1450, Gasolina aditivada, 1.6781
2019-08-03, 2105, Gasóleo especial, 1.3925
2019-08-03, 2150, Gasóleo colorido, 0.9156
2019-08-03, 2155, Gasóleo de aquecimento, 1.1940
2019-08-03, 3205, Gasolina especial 95, 1.5597
2019-08-03, 3405, Gasolina especial 98, 1.6972
2019-08-03, 3210, Gasolina de mistura (motores a 2 tempos), 1.8908
2019-08-03, 2101, Gasóleo simples, 1.3468
2019-08-03, 3201, Gasolina simples 95, 1.5112
2019-08-03, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-08-03, 1142, GNL (gás natural liquefeito) - €/kg, 1.0772
2019-08-03, 1143, GNC (gás natural comprimido) - €/kg, 1.1457
2019-08-04, 3200, Gasolina 95, 1.5730
2019-08-04, 3400, Gasolina 98, 1.6047
2019-08-04, 2100, Gasóleo, 1.4075
2019-08-04, 1120, GPL Auto, 0.5956
2019-08-04, 1450, Gasolina aditivada, 1.6781
2019-08-04, 2105, Gasóleo especial, 1.3940
2019-08-04, 2150, Gasóleo colorido, 0.9156
2019-08-04, 2155, Gasóleo de aquecimento, 1.1940
2019-08-04, 3205, Gasolina especial 95, 1.5611
2019-08-04, 3405, Gasolina especial 98, 1.6977
2019-08-04, 3210, Gasolina de mistura (motores a 2 tempos), 1.8908
2019-08-04, 2101, Gasóleo simples, 1.3473
2019-08-04, 3201, Gasolina simples 95, 1.5116
2019-08-04, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-08-04, 1142, GNL (gás natural liquefeito) - €/kg, 1.0772
2019-08-04, 1143, GNC (gás natural comprimido) - €/kg, 1.1457
2019-08-05, 3200, Gasolina 95, 1.5768
2019-08-05, 3400, Gasolina 98, 1.6057
2019-08-05, 2100, Gasóleo, 1.4091
2019-08-05, 1120, GPL Auto, 0.5965
2019-08-05, 1450, Gasolina aditivada, 1.6794
2019-08-05, 2105, Gasóleo especial, 1.4010
2019-08-05, 2150, Gasóleo colorido, 0.9175
2019-08-05, 2155, Gasóleo de aquecimento, 1.1942
2019-08-05, 3205, Gasolina especial 95, 1.5781
2019-08-05, 3405, Gasolina especial 98, 1.7102
2019-08-05, 3210, Gasolina de mistura (motores a 2 tempos), 1.8908
2019-08-05, 2101, Gasóleo simples, 1.3539
2019-08-05, 3201, Gasolina simples 95, 1.5199
2019-08-05, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-08-05, 1142, GNL (gás natural liquefeito) - €/kg, 1.0915
2019-08-05, 1143, GNC (gás natural comprimido) - €/kg, 1.1490
2019-08-06, 3200, Gasolina 95, 1.5791
2019-08-06, 3400, Gasolina 98, 1.6086
2019-08-06, 2100, Gasóleo, 1.4107
2019-08-06, 1120, GPL Auto, 0.5965
2019-08-06, 1450, Gasolina aditivada, 1.6833
2019-08-06, 2105, Gasóleo especial, 1.4018
2019-08-06, 2150, Gasóleo colorido, 0.9181
2019-08-06, 2155, Gasóleo de aquecimento, 1.1962
2019-08-06, 3205, Gasolina especial 95, 1.5785
2019-08-06, 3405, Gasolina especial 98, 1.7108
2019-08-06, 3210, Gasolina de mistura (motores a 2 tempos), 1.8912
2019-08-06, 2101, Gasóleo simples, 1.3550
2019-08-06, 3201, Gasolina simples 95, 1.5232
2019-08-06, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-08-06, 1142, GNL (gás natural liquefeito) - €/kg, 1.0915
2019-08-06, 1143, GNC (gás natural comprimido) - €/kg, 1.1490
2019-08-07, 3200, Gasolina 95, 1.5808
2019-08-07, 3400, Gasolina 98, 1.6106
2019-08-07, 2100, Gasóleo, 1.4113
2019-08-07, 1120, GPL Auto, 0.5963
2019-08-07, 1450, Gasolina aditivada, 1.6842
2019-08-07, 2105, Gasóleo especial, 1.4036
2019-08-07, 2150, Gasóleo colorido, 0.9182
2019-08-07, 2155, Gasóleo de aquecimento, 1.1968
2019-08-07, 3205, Gasolina especial 95, 1.5801
2019-08-07, 3405, Gasolina especial 98, 1.7103
2019-08-07, 3210, Gasolina de mistura (motores a 2 tempos), 1.8928
2019-08-07, 2101, Gasóleo simples, 1.3560
2019-08-07, 3201, Gasolina simples 95, 1.5235
2019-08-07, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-08-07, 1142, GNL (gás natural liquefeito) - €/kg, 1.0915
2019-08-07, 1143, GNC (gás natural comprimido) - €/kg, 1.1490
2019-08-08, 3200, Gasolina 95, 1.5810
2019-08-08, 3400, Gasolina 98, 1.6119
2019-08-08, 2100, Gasóleo, 1.4117
2019-08-08, 1120, GPL Auto, 0.5968
2019-08-08, 1450, Gasolina aditivada, 1.6842
2019-08-08, 2105, Gasóleo especial, 1.4036
2019-08-08, 2150, Gasóleo colorido, 0.9182
2019-08-08, 2155, Gasóleo de aquecimento, 1.1952
2019-08-08, 3205, Gasolina especial 95, 1.5800
2019-08-08, 3405, Gasolina especial 98, 1.7105
2019-08-08, 3210, Gasolina de mistura (motores a 2 tempos), 1.8913
2019-08-08, 2101, Gasóleo simples, 1.3565
2019-08-08, 3201, Gasolina simples 95, 1.5240
2019-08-08, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-08-08, 1142, GNL (gás natural liquefeito) - €/kg, 1.0915
2019-08-08, 1143, GNC (gás natural comprimido) - €/kg, 1.1490
2019-08-09, 3200, Gasolina 95, 1.5809
2019-08-09, 3400, Gasolina 98, 1.6133
2019-08-09, 2100, Gasóleo, 1.4114
2019-08-09, 1120, GPL Auto, 0.5968
2019-08-09, 1450, Gasolina aditivada, 1.6842
2019-08-09, 2105, Gasóleo especial, 1.4023
2019-08-09, 2150, Gasóleo colorido, 0.9186
2019-08-09, 2155, Gasóleo de aquecimento, 1.1952
2019-08-09, 3205, Gasolina especial 95, 1.5782
2019-08-09, 3405, Gasolina especial 98, 1.7099
2019-08-09, 3210, Gasolina de mistura (motores a 2 tempos), 1.8913
2019-08-09, 2101, Gasóleo simples, 1.3563
2019-08-09, 3201, Gasolina simples 95, 1.5240
2019-08-09, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-08-09, 1142, GNL (gás natural liquefeito) - €/kg, 1.0915
2019-08-09, 1143, GNC (gás natural comprimido) - €/kg, 1.1490
2019-08-10, 3200, Gasolina 95, 1.5791
2019-08-10, 3400, Gasolina 98, 1.6133
2019-08-10, 2100, Gasóleo, 1.4088
2019-08-10, 1120, GPL Auto, 0.5960
2019-08-10, 1450, Gasolina aditivada, 1.6842
2019-08-10, 2105, Gasóleo especial, 1.3958
2019-08-10, 2150, Gasóleo colorido, 0.9178
2019-08-10, 2155, Gasóleo de aquecimento, 1.1952
2019-08-10, 3205, Gasolina especial 95, 1.5675
2019-08-10, 3405, Gasolina especial 98, 1.7026
2019-08-10, 3210, Gasolina de mistura (motores a 2 tempos), 1.8913
2019-08-10, 2101, Gasóleo simples, 1.3517
2019-08-10, 3201, Gasolina simples 95, 1.5196
2019-08-10, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-08-10, 1142, GNL (gás natural liquefeito) - €/kg, 1.0772
2019-08-10, 1143, GNC (gás natural comprimido) - €/kg, 1.1457
2019-08-11, 3200, Gasolina 95, 1.5791
2019-08-11, 3400, Gasolina 98, 1.6132
2019-08-11, 2100, Gasóleo, 1.4088
2019-08-11, 1120, GPL Auto, 0.5960
2019-08-11, 1450, Gasolina aditivada, 1.6842
2019-08-11, 2105, Gasóleo especial, 1.3970
2019-08-11, 2150, Gasóleo colorido, 0.9180
2019-08-11, 2155, Gasóleo de aquecimento, 1.1951
2019-08-11, 3205, Gasolina especial 95, 1.5691
2019-08-11, 3405, Gasolina especial 98, 1.7022
2019-08-11, 3210, Gasolina de mistura (motores a 2 tempos), 1.8913
2019-08-11, 2101, Gasóleo simples, 1.3517
2019-08-11, 3201, Gasolina simples 95, 1.5194
2019-08-11, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-08-11, 1142, GNL (gás natural liquefeito) - €/kg, 1.0772
2019-08-11, 1143, GNC (gás natural comprimido) - €/kg, 1.1457
2019-08-12, 3200, Gasolina 95, 1.5666
2019-08-12, 3400, Gasolina 98, 1.6070
2019-08-12, 2100, Gasóleo, 1.3995
2019-08-12, 1120, GPL Auto, 0.5965
2019-08-12, 1450, Gasolina aditivada, 1.6790
2019-08-12, 2105, Gasóleo especial, 1.3784
2019-08-12, 2150, Gasóleo colorido, 0.9098
2019-08-12, 2155, Gasóleo de aquecimento, 1.1911
2019-08-12, 3205, Gasolina especial 95, 1.5485
2019-08-12, 3405, Gasolina especial 98, 1.6877
2019-08-12, 3210, Gasolina de mistura (motores a 2 tempos), 1.8857
2019-08-12, 2101, Gasóleo simples, 1.3408
2019-08-12, 3201, Gasolina simples 95, 1.5054
2019-08-12, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-08-12, 1142, GNL (gás natural liquefeito) - €/kg, 1.0915
2019-08-12, 1143, GNC (gás natural comprimido) - €/kg, 1.1490
2019-08-13, 3200, Gasolina 95, 1.5596
2019-08-13, 3400, Gasolina 98, 1.5916
2019-08-13, 2100, Gasóleo, 1.3921
2019-08-13, 1120, GPL Auto, 0.5964
2019-08-13, 1450, Gasolina aditivada, 1.6709
2019-08-13, 2105, Gasóleo especial, 1.3708
2019-08-13, 2150, Gasóleo colorido, 0.8989
2019-08-13, 2155, Gasóleo de aquecimento, 1.1796
2019-08-13, 3205, Gasolina especial 95, 1.5375
2019-08-13, 3405, Gasolina especial 98, 1.6720
2019-08-13, 3210, Gasolina de mistura (motores a 2 tempos), 1.8812
2019-08-13, 2101, Gasóleo simples, 1.3277
2019-08-13, 3201, Gasolina simples 95, 1.4926
2019-08-13, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-08-13, 1142, GNL (gás natural liquefeito) - €/kg, 1.0915
2019-08-13, 1143, GNC (gás natural comprimido) - €/kg, 1.1490
2019-08-14, 3200, Gasolina 95, 1.5538
2019-08-14, 3400, Gasolina 98, 1.5863
2019-08-14, 2100, Gasóleo, 1.3884
2019-08-14, 1120, GPL Auto, 0.5964
2019-08-14, 1450, Gasolina aditivada, 1.6601
2019-08-14, 2105, Gasóleo especial, 1.3699
2019-08-14, 2150, Gasóleo colorido, 0.8961
2019-08-14, 2155, Gasóleo de aquecimento, 1.1747
2019-08-14, 3205, Gasolina especial 95, 1.5369
2019-08-14, 3405, Gasolina especial 98, 1.6708
2019-08-14, 3210, Gasolina de mistura (motores a 2 tempos), 1.8821
2019-08-14, 2101, Gasóleo simples, 1.3261
2019-08-14, 3201, Gasolina simples 95, 1.4906
2019-08-14, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-08-14, 1142, GNL (gás natural liquefeito) - €/kg, 1.0915
2019-08-14, 1143, GNC (gás natural comprimido) - €/kg, 1.1490
2019-08-15, 3200, Gasolina 95, 1.5536
2019-08-15, 3400, Gasolina 98, 1.5854
2019-08-15, 2100, Gasóleo, 1.3883
2019-08-15, 1120, GPL Auto, 0.5964
2019-08-15, 1450, Gasolina aditivada, 1.6507
2019-08-15, 2105, Gasóleo especial, 1.3698
2019-08-15, 2150, Gasóleo colorido, 0.8960
2019-08-15, 2155, Gasóleo de aquecimento, 1.1747
2019-08-15, 3205, Gasolina especial 95, 1.5369
2019-08-15, 3405, Gasolina especial 98, 1.6709
2019-08-15, 3210, Gasolina de mistura (motores a 2 tempos), 1.8815
2019-08-15, 2101, Gasóleo simples, 1.3258
2019-08-15, 3201, Gasolina simples 95, 1.4903
2019-08-15, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-08-15, 1142, GNL (gás natural liquefeito) - €/kg, 1.0915
2019-08-15, 1143, GNC (gás natural comprimido) - €/kg, 1.1490
2019-08-16, 3200, Gasolina 95, 1.5529
2019-08-16, 3400, Gasolina 98, 1.5848
2019-08-16, 2100, Gasóleo, 1.3879
2019-08-16, 1120, GPL Auto, 0.5964
2019-08-16, 1450, Gasolina aditivada, 1.6507
2019-08-16, 2105, Gasóleo especial, 1.3677
2019-08-16, 2150, Gasóleo colorido, 0.8950
2019-08-16, 2155, Gasóleo de aquecimento, 1.1747
2019-08-16, 3205, Gasolina especial 95, 1.5346
2019-08-16, 3405, Gasolina especial 98, 1.6697
2019-08-16, 3210, Gasolina de mistura (motores a 2 tempos), 1.8810
2019-08-16, 2101, Gasóleo simples, 1.3244
2019-08-16, 3201, Gasolina simples 95, 1.4892
2019-08-16, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-08-16, 1142, GNL (gás natural liquefeito) - €/kg, 1.0915
2019-08-16, 1143, GNC (gás natural comprimido) - €/kg, 1.1490
2019-08-17, 3200, Gasolina 95, 1.5474
2019-08-17, 3400, Gasolina 98, 1.5842
2019-08-17, 2100, Gasóleo, 1.3832
2019-08-17, 1120, GPL Auto, 0.5956
2019-08-17, 1450, Gasolina aditivada, 1.6507
2019-08-17, 2105, Gasóleo especial, 1.3609
2019-08-17, 2150, Gasóleo colorido, 0.8934
2019-08-17, 2155, Gasóleo de aquecimento, 1.1747
2019-08-17, 3205, Gasolina especial 95, 1.5237
2019-08-17, 3405, Gasolina especial 98, 1.6622
2019-08-17, 3210, Gasolina de mistura (motores a 2 tempos), 1.8810
2019-08-17, 2101, Gasóleo simples, 1.3193
2019-08-17, 3201, Gasolina simples 95, 1.4842
2019-08-17, 1141, GNC (gás natural comprimido) - €/m3, 1.0610
2019-08-17, 1142, GNL (gás natural liquefeito) - €/kg, 1.0772
2019-08-17, 1143, GNC (gás natural comprimido) - €/kg, 1.1457
2019-08-18, 3200, Gasolina 95, 1.5474
2019-08-18, 3400, Gasolina 98, 1.5842
2019-08-18, 2100, Gasóleo, 1.3832
2019-08-18, 1120, GPL Auto, 0.5956
2019-08-18, 1450, Gasolina aditivada, 1.6507
2019-08-18, 2105, Gasóleo especial, 1.3610
2019-08-18, 2150, Gasóleo colorido, 0.8932
2019-08-18, 2155, Gasóleo de aquecimento, 1.1747
2019-08-18, 3205, Gasolina especial 95, 1.5237
2019-08-18, 3405, Gasolina especial 98, 1.6616
2019-08-18, 3210, Gasolina de mistura (motores a 2 tempos), 1.8810
2019-08-18, 2101, Gasóleo simples, 1.3192
2019-08-18, 3201, Gasolina simples 95, 1.4841
